invCode,invPercentage,invCapStock,invIndustry
300750,6.78,232947.4,801730
300618,4.82,30961.71,801050
000547,4.61,160542.16,801740
002709,4.6,54612.94,801030
300037,4.44,41079.29,801030
300224,3.88,82021.66,801050
000049,3.87,20719.77,801080
600699,3.79,136808.46,801880
002179,3.27,110088.37,801740
688388,2.78,23087.6,801050
300769,2.76,8962.47,801030
002466,2.67,147709.94,801050
603659,2.6,49602.84,801730
688116,2.55,23185.81,801030
601233,2.5,228753.1,801030
002850,2.24,23292.05,801730
300454,2.07,41380.83,801750
002389,2.0,94606.27,801740
002812,1.98,88762.98,801030
002407,1.86,69689.05,801030
600760,1.79,140038.93,801740
600741,1.69,315272.4,801880
603179,1.65,36907.81,801880
601225,1.55,1000000.0,801020
000002,1.53,1161773.22,801180
000651,1.49,601573.09,801110
300450,1.1,90732.25,801890
300192,1.02,29702.34,801760
002125,0.97,62948.17,801030
600346,0.88,703909.98,801030
002544,0.75,68331.98,801770
600990,0.74,15917.91,801740
002935,0.67,20800.65,801740
300327,0.61,28285.42,801080
300078,0.61,86941.15,801750
002081,0.59,268335.87,801720
600499,0.54,188841.99,801890
688318,0.46,6667.0,801750
300496,0.41,42315.01,801750
300763,0.2,14566.08,801730
002230,0.08,222473.77,801750
688063,0.04,15484.45,801730
300999,0.02,542159.15,801010
688311,0.01,11467.0,801740
688301,0.01,7254.78,801150
688165,0.01,52178.0,801890
300896,0.01,21636.0,801150
688516,0.01,9867.0,801730
